reporting country	age	employment status	sex	time	WORK02: Employment and unemployment
Denmark	20-24 years	Unemployed, number of persons	Men	2020	14400.0
Denmark	20-24 years	Unemployed, number of persons	Men	2021	12500.0
Denmark	20-24 years	Unemployed, number of persons	Women	2013	13200.0
Denmark	20-24 years	Unemployed, number of persons	Women	2014	14300.0
Denmark	20-24 years	Unemployed, number of persons	Women	2015	13100.0
Denmark	20-24 years	Unemployed, number of persons	Women	2016	11900.0
Denmark	20-24 years	Unemployed, number of persons	Women	2017	13100.0
Denmark	20-24 years	Unemployed, number of persons	Women	2018	10300.0
Denmark	20-24 years	Unemployed, number of persons	Women	2019	10800.0
Denmark	20-24 years	Unemployed, number of persons	Women	2020	10800.0
Denmark	20-24 years	Unemployed, number of persons	Women	2021	12700.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2013	113300.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2014	113300.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2015	116500.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2016	122200.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2017	116700.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2018	115600.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2019	107900.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2020	110300.0
Denmark	20-24 years	Not in the labour force, number of persons	Total	2021	105300.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2013	56300.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2014	56700.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2015	57400.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2016	65600.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2017	59200.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2018	57200.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2019	52300.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2020	54200.0
Denmark	20-24 years	Not in the labour force, number of persons	Men	2021	49900.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2013	56800.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2014	56600.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2015	59100.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2016	56600.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2017	57500.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2018	58600.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2019	55600.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2020	56100.0
Denmark	20-24 years	Not in the labour force, number of persons	Women	2021	55400.0
Denmark	20-24 years	Labour force, number of persons	Total	2013	250700.0
Denmark	20-24 years	Labour force, number of persons	Total	2014	259400.0
Denmark	20-24 years	Labour force, number of persons	Total	2015	265400.0
Denmark	20-24 years	Labour force, number of persons	Total	2016	266800.0
Denmark	20-24 years	Labour force, number of persons	Total	2017	274700.0
Denmark	20-24 years	Labour force, number of persons	Total	2018	274700.0
Denmark	20-24 years	Labour force, number of persons	Total	2019	277500.0
Denmark	20-24 years	Labour force, number of persons	Total	2020	268600.0
Denmark	20-24 years	Labour force, number of persons	Total	2021	270400.0
Denmark	20-24 years	Labour force, number of persons	Men	2013	129000.0
Denmark	20-24 years	Labour force, number of persons	Men	2014	133200.0
Denmark	20-24 years	Labour force, number of persons	Men	2015	137500.0
Denmark	20-24 years	Labour force, number of persons	Men	2016	133300.0
Denmark	20-24 years	Labour force, number of persons	Men	2017	140800.0
Denmark	20-24 years	Labour force, number of persons	Men	2018	142100.0
Denmark	20-24 years	Labour force, number of persons	Men	2019	144500.0
Denmark	20-24 years	Labour force, number of persons	Men	2020	139200.0
Denmark	20-24 years	Labour force, number of persons	Men	2021	141800.0
Denmark	20-24 years	Labour force, number of persons	Women	2013	121800.0
Denmark	20-24 years	Labour force, number of persons	Women	2014	126100.0
Denmark	20-24 years	Labour force, number of persons	Women	2015	127900.0
Denmark	20-24 years	Labour force, number of persons	Women	2016	133600.0
Denmark	20-24 years	Labour force, number of persons	Women	2017	133900.0
Denmark	20-24 years	Labour force, number of persons	Women	2018	132400.0
Denmark	20-24 years	Labour force, number of persons	Women	2019	133000.0
Denmark	20-24 years	Labour force, number of persons	Women	2020	129400.0
Denmark	20-24 years	Labour force, number of persons	Women	2021	128600.0
Denmark	20-24 years	Unemployment rate, %	Total	2013	11.9
Denmark	20-24 years	Unemployment rate, %	Total	2014	12.1
Denmark	20-24 years	Unemployment rate, %	Total	2015	10.9
Denmark	20-24 years	Unemployment rate, %	Total	2016	10.1
Denmark	20-24 years	Unemployment rate, %	Total	2017	9.8
Denmark	20-24 years	Unemployment rate, %	Total	2018	8.6
Denmark	20-24 years	Unemployment rate, %	Total	2019	8.5
Denmark	20-24 years	Unemployment rate, %	Total	2020	9.4
Denmark	20-24 years	Unemployment rate, %	Total	2021	9.3
Denmark	20-24 years	Unemployment rate, %	Men	2013	13.0
Denmark	20-24 years	Unemployment rate, %	Men	2014	12.8
Denmark	20-24 years	Unemployment rate, %	Men	2015	11.4
Denmark	20-24 years	Unemployment rate, %	Men	2016	11.3
Denmark	20-24 years	Unemployment rate, %	Men	2017	9.8
Denmark	20-24 years	Unemployment rate, %	Men	2018	9.3
Denmark	20-24 years	Unemployment rate, %	Men	2019	8.8
Denmark	20-24 years	Unemployment rate, %	Men	2020	10.3
Denmark	20-24 years	Unemployment rate, %	Men	2021	8.8
Denmark	20-24 years	Unemployment rate, %	Women	2013	10.8
Denmark	20-24 years	Unemployment rate, %	Women	2014	11.3
Denmark	20-24 years	Unemployment rate, %	Women	2015	10.2
Denmark	20-24 years	Unemployment rate, %	Women	2016	8.9
Denmark	20-24 years	Unemployment rate, %	Women	2017	9.8
Denmark	20-24 years	Unemployment rate, %	Women	2018	7.8
Denmark	20-24 years	Unemployment rate, %	Women	2019	8.1
Denmark	20-24 years	Unemployment rate, %	Women	2020	8.3
Denmark	20-24 years	Unemployment rate, %	Women	2021	9.9
Denmark	20-24 years	Employment rate, %	Total	2013	60.7
Denmark	20-24 years	Employment rate, %	Total	2014	61.2
Denmark	20-24 years	Employment rate, %	Total	2015	62.0
Denmark	20-24 years	Employment rate, %	Total	2016	61.7
Denmark	20-24 years	Employment rate, %	Total	2017	63.3
Denmark	20-24 years	Employment rate, %	Total	2018	64.3
Denmark	20-24 years	Employment rate, %	Total	2019	65.9
Denmark	20-24 years	Employment rate, %	Total	2020	64.2
Denmark	20-24 years	Employment rate, %	Total	2021	65.3
Denmark	20-24 years	Employment rate, %	Men	2013	60.6
Denmark	20-24 years	Employment rate, %	Men	2014	61.2
Denmark	20-24 years	Employment rate, %	Men	2015	62.5
Denmark	20-24 years	Employment rate, %	Men	2016	59.5
Denmark	20-24 years	Employment rate, %	Men	2017	63.5
Denmark	20-24 years	Employment rate, %	Men	2018	64.7
Denmark	20-24 years	Employment rate, %	Men	2019	67.0
Denmark	20-24 years	Employment rate, %	Men	2020	64.5
Denmark	20-24 years	Employment rate, %	Men	2021	67.4
Denmark	20-24 years	Employment rate, %	Women	2013	60.8
Denmark	20-24 years	Employment rate, %	Women	2014	61.2
Denmark	20-24 years	Employment rate, %	Women	2015	61.4
Denmark	20-24 years	Employment rate, %	Women	2016	64.0
Denmark	20-24 years	Employment rate, %	Women	2017	63.1
Denmark	20-24 years	Employment rate, %	Women	2018	63.9
Denmark	20-24 years	Employment rate, %	Women	2019	64.8
Denmark	20-24 years	Employment rate, %	Women	2020	63.9
Denmark	20-24 years	Employment rate, %	Women	2021	63.0
Denmark	25-34 years	Total number of persons in age group	Total	2013	652900.0
Denmark	25-34 years	Total number of persons in age group	Total	2014	660900.0
Denmark	25-34 years	Total number of persons in age group	Total	2015	675700.0
Denmark	25-34 years	Total number of persons in age group	Total	2016	694900.0
Denmark	25-34 years	Total number of persons in age group	Total	2017	714500.0
Denmark	25-34 years	Total number of persons in age group	Total	2018	733800.0
Denmark	25-34 years	Total number of persons in age group	Total	2019	751200.0
Denmark	25-34 years	Total number of persons in age group	Total	2020	765200.0
Denmark	25-34 years	Total number of persons in age group	Total	2021	778200.0
Denmark	25-34 years	Total number of persons in age group	Men	2013	329200.0
Denmark	25-34 years	Total number of persons in age group	Men	2014	334300.0
Denmark	25-34 years	Total number of persons in age group	Men	2015	343200.0
Denmark	25-34 years	Total number of persons in age group	Men	2016	354000.0
Denmark	25-34 years	Total number of persons in age group	Men	2017	364400.0
Denmark	25-34 years	Total number of persons in age group	Men	2018	374400.0
Denmark	25-34 years	Total number of persons in age group	Men	2019	383300.0
Denmark	25-34 years	Total number of persons in age group	Men	2020	390400.0
Denmark	25-34 years	Total number of persons in age group	Men	2021	397400.0
Denmark	25-34 years	Total number of persons in age group	Women	2013	323700.0
Denmark	25-34 years	Total number of persons in age group	Women	2014	326600.0
Denmark	25-34 years	Total number of persons in age group	Women	2015	332400.0
Denmark	25-34 years	Total number of persons in age group	Women	2016	340900.0
Denmark	25-34 years	Total number of persons in age group	Women	2017	350100.0
Denmark	25-34 years	Total number of persons in age group	Women	2018	359400.0
Denmark	25-34 years	Total number of persons in age group	Women	2019	367900.0
Denmark	25-34 years	Total number of persons in age group	Women	2020	374800.0
Denmark	25-34 years	Total number of persons in age group	Women	2021	380800.0
Denmark	25-34 years	Employed, number of persons	Total	2013	495200.0
Denmark	25-34 years	Employed, number of persons	Total	2014	494900.0
Denmark	25-34 years	Employed, number of persons	Total	2015	507500.0
Denmark	25-34 years	Employed, number of persons	Total	2016	520400.0
Denmark	25-34 years	Employed, number of persons	Total	2017	536000.0
Denmark	25-34 years	Employed, number of persons	Total	2018	558600.0
Denmark	25-34 years	Employed, number of persons	Total	2019	577500.0
Denmark	25-34 years	Employed, number of persons	Total	2020	584600.0
Denmark	25-34 years	Employed, number of persons	Total	2021	603500.0
Denmark	25-34 years	Employed, number of persons	Men	2013	264600.0
Denmark	25-34 years	Employed, number of persons	Men	2014	264700.0
Denmark	25-34 years	Employed, number of persons	Men	2015	272500.0
Denmark	25-34 years	Employed, number of persons	Men	2016	285100.0
Denmark	25-34 years	Employed, number of persons	Men	2017	289100.0
Denmark	25-34 years	Employed, number of persons	Men	2018	301100.0
Denmark	25-34 years	Employed, number of persons	Men	2019	310200.0
Denmark	25-34 years	Employed, number of persons	Men	2020	315900.0
Denmark	25-34 years	Employed, number of persons	Men	2021	319800.0
Denmark	25-34 years	Employed, number of persons	Women	2013	230600.0
Denmark	25-34 years	Employed, number of persons	Women	2014	230400.0
Denmark	25-34 years	Employed, number of persons	Women	2015	235000.0
Denmark	25-34 years	Employed, number of persons	Women	2016	235400.0
Denmark	25-34 years	Employed, number of persons	Women	2017	246800.0
Denmark	25-34 years	Employed, number of persons	Women	2018	257600.0
Denmark	25-34 years	Employed, number of persons	Women	2019	267300.0
Denmark	25-34 years	Employed, number of persons	Women	2020	268700.0
Denmark	25-34 years	Employed, number of persons	Women	2021	283600.0
Denmark	25-34 years	Unemployed, number of persons	Total	2013	48500.0
Denmark	25-34 years	Unemployed, number of persons	Total	2014	47100.0
Denmark	25-34 years	Unemployed, number of persons	Total	2015	44500.0
Denmark	25-34 years	Unemployed, number of persons	Total	2016	47200.0
Denmark	25-34 years	Unemployed, number of persons	Total	2017	44200.0
Denmark	25-34 years	Unemployed, number of persons	Total	2018	44900.0
Denmark	25-34 years	Unemployed, number of persons	Total	2019	45000.0
Denmark	25-34 years	Unemployed, number of persons	Total	2020	50000.0
Denmark	25-34 years	Unemployed, number of persons	Total	2021	39600.0
Denmark	25-34 years	Unemployed, number of persons	Men	2013	22200.0
Denmark	25-34 years	Unemployed, number of persons	Men	2014	23000.0
Denmark	25-34 years	Unemployed, number of persons	Men	2015	22400.0
Denmark	25-34 years	Unemployed, number of persons	Men	2016	21200.0
Denmark	25-34 years	Unemployed, number of persons	Men	2017	22000.0
Denmark	25-34 years	Unemployed, number of persons	Men	2018	21100.0
Denmark	25-34 years	Unemployed, number of persons	Men	2019	22800.0
Denmark	25-34 years	Unemployed, number of persons	Men	2020	23200.0
Denmark	25-34 years	Unemployed, number of persons	Men	2021	20100.0
Denmark	25-34 years	Unemployed, number of persons	Women	2013	26300.0
Denmark	25-34 years	Unemployed, number of persons	Women	2014	24100.0
Denmark	25-34 years	Unemployed, number of persons	Women	2015	22100.0
Denmark	25-34 years	Unemployed, number of persons	Women	2016	26100.0
Denmark	25-34 years	Unemployed, number of persons	Women	2017	22200.0
Denmark	25-34 years	Unemployed, number of persons	Women	2018	23800.0
Denmark	25-34 years	Unemployed, number of persons	Women	2019	22200.0
Denmark	25-34 years	Unemployed, number of persons	Women	2020	26800.0
Denmark	25-34 years	Unemployed, number of persons	Women	2021	19600.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2013	109200.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2014	118900.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2015	123700.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2016	127300.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2017	134300.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2018	130300.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2019	128700.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2020	130600.0
Denmark	25-34 years	Not in the labour force, number of persons	Total	2021	135100.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2013	42400.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2014	46600.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2015	48300.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2016	47700.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2017	53300.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2018	52200.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2019	50300.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2020	51300.0
Denmark	25-34 years	Not in the labour force, number of persons	Men	2021	57500.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2013	66800.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2014	72100.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2015	75300.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2016	79400.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2017	81100.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2018	78000.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2019	78400.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2020	79300.0
Denmark	25-34 years	Not in the labour force, number of persons	Women	2021	77600.0
Denmark	25-34 years	Labour force, number of persons	Total	2013	543700.0
Denmark	25-34 years	Labour force, number of persons	Total	2014	542000.0
Denmark	25-34 years	Labour force, number of persons	Total	2015	552000.0
Denmark	25-34 years	Labour force, number of persons	Total	2016	567600.0
Denmark	25-34 years	Labour force, number of persons	Total	2017	580200.0
Denmark	25-34 years	Labour force, number of persons	Total	2018	603500.0
Denmark	25-34 years	Labour force, number of persons	Total	2019	622500.0
Denmark	25-34 years	Labour force, number of persons	Total	2020	634600.0
Denmark	25-34 years	Labour force, number of persons	Total	2021	643100.0
Denmark	25-34 years	Labour force, number of persons	Men	2013	286800.0
Denmark	25-34 years	Labour force, number of persons	Men	2014	287700.0
Denmark	25-34 years	Labour force, number of persons	Men	2015	294900.0
Denmark	25-34 years	Labour force, number of persons	Men	2016	306300.0
Denmark	25-34 years	Labour force, number of persons	Men	2017	311100.0
Denmark	25-34 years	Labour force, number of persons	Men	2018	322200.0
Denmark	25-34 years	Labour force, number of persons	Men	2019	333000.0
Denmark	25-34 years	Labour force, number of persons	Men	2020	339100.0
Denmark	25-34 years	Labour force, number of persons	Men	2021	339900.0
Denmark	25-34 years	Labour force, number of persons	Women	2013	256900.0
Denmark	25-34 years	Labour force, number of persons	Women	2014	254500.0
Denmark	25-34 years	Labour force, number of persons	Women	2015	257100.0
Denmark	25-34 years	Labour force, number of persons	Women	2016	261500.0
Denmark	25-34 years	Labour force, number of persons	Women	2017	269000.0
Denmark	25-34 years	Labour force, number of persons	Women	2018	281400.0
Denmark	25-34 years	Labour force, number of persons	Women	2019	289500.0
Denmark	25-34 years	Labour force, number of persons	Women	2020	295500.0
Denmark	25-34 years	Labour force, number of persons	Women	2021	303200.0
Denmark	25-34 years	Unemployment rate, %	Total	2013	8.9
Denmark	25-34 years	Unemployment rate, %	Total	2014	8.7
Denmark	25-34 years	Unemployment rate, %	Total	2015	8.1
Denmark	25-34 years	Unemployment rate, %	Total	2016	8.3
Denmark	25-34 years	Unemployment rate, %	Total	2017	7.6
Denmark	25-34 years	Unemployment rate, %	Total	2018	7.4
Denmark	25-34 years	Unemployment rate, %	Total	2019	7.2
Denmark	25-34 years	Unemployment rate, %	Total	2020	7.9
Denmark	25-34 years	Unemployment rate, %	Total	2021	6.2
Denmark	25-34 years	Unemployment rate, %	Men	2013	7.7
Denmark	25-34 years	Unemployment rate, %	Men	2014	8.0
Denmark	25-34 years	Unemployment rate, %	Men	2015	7.6
Denmark	25-34 years	Unemployment rate, %	Men	2016	6.9
Denmark	25-34 years	Unemployment rate, %	Men	2017	7.1
Denmark	25-34 years	Unemployment rate, %	Men	2018	6.5
Denmark	25-34 years	Unemployment rate, %	Men	2019	6.8
Denmark	25-34 years	Unemployment rate, %	Men	2020	6.8
Denmark	25-34 years	Unemployment rate, %	Men	2021	5.9
Denmark	25-34 years	Unemployment rate, %	Women	2013	10.2
Denmark	25-34 years	Unemployment rate, %	Women	2014	9.5
Denmark	25-34 years	Unemployment rate, %	Women	2015	8.6
Denmark	25-34 years	Unemployment rate, %	Women	2016	10.0
Denmark	25-34 years	Unemployment rate, %	Women	2017	8.3
Denmark	25-34 years	Unemployment rate, %	Women	2018	8.5
Denmark	25-34 years	Unemployment rate, %	Women	2019	7.7
Denmark	25-34 years	Unemployment rate, %	Women	2020	9.1
Denmark	25-34 years	Unemployment rate, %	Women	2021	6.5
Denmark	25-34 years	Employment rate, %	Total	2013	75.8
Denmark	25-34 years	Employment rate, %	Total	2014	74.9
Denmark	25-34 years	Employment rate, %	Total	2015	75.1
Denmark	25-34 years	Employment rate, %	Total	2016	74.9
Denmark	25-34 years	Employment rate, %	Total	2017	75.0
Denmark	25-34 years	Employment rate, %	Total	2018	76.1
Denmark	25-34 years	Employment rate, %	Total	2019	76.9
Denmark	25-34 years	Employment rate, %	Total	2020	76.4
Denmark	25-34 years	Employment rate, %	Total	2021	77.6
Denmark	25-34 years	Employment rate, %	Men	2013	80.4
Denmark	25-34 years	Employment rate, %	Men	2014	79.2
Denmark	25-34 years	Employment rate, %	Men	2015	79.4
Denmark	25-34 years	Employment rate, %	Men	2016	80.5
Denmark	25-34 years	Employment rate, %	Men	2017	79.3
Denmark	25-34 years	Employment rate, %	Men	2018	80.4
Denmark	25-34 years	Employment rate, %	Men	2019	80.9
Denmark	25-34 years	Employment rate, %	Men	2020	80.9
Denmark	25-34 years	Employment rate, %	Men	2021	80.5
Denmark	25-34 years	Employment rate, %	Women	2013	71.2
Denmark	25-34 years	Employment rate, %	Women	2014	70.5
Denmark	25-34 years	Employment rate, %	Women	2015	70.7
Denmark	25-34 years	Employment rate, %	Women	2016	69.1
Denmark	25-34 years	Employment rate, %	Women	2017	70.5
Denmark	25-34 years	Employment rate, %	Women	2018	71.7
Denmark	25-34 years	Employment rate, %	Women	2019	72.7
Denmark	25-34 years	Employment rate, %	Women	2020	71.7
Denmark	25-34 years	Employment rate, %	Women	2021	74.5
Denmark	35-44 years	Total number of persons in age group	Total	2013	756900.0
Denmark	35-44 years	Total number of persons in age group	Total	2014	750900.0
Denmark	35-44 years	Total number of persons in age group	Total	2015	746200.0
Denmark	35-44 years	Total number of persons in age group	Total	2016	737600.0
Denmark	35-44 years	Total number of persons in age group	Total	2017	724300.0
Denmark	35-44 years	Total number of persons in age group	Total	2018	711400.0
Denmark	35-44 years	Total number of persons in age group	Total	2019	699000.0
Denmark	35-44 years	Total number of persons in age group	Total	2020	687300.0
Denmark	35-44 years	Total number of persons in age group	Total	2021	681700.0
Denmark	35-44 years	Total number of persons in age group	Men	2013	379900.0
Denmark	35-44 years	Total number of persons in age group	Men	2014	376700.0
Denmark	35-44 years	Total number of persons in age group	Men	2015	374600.0
Denmark	35-44 years	Total number of persons in age group	Men	2016	370300.0
Denmark	35-44 years	Total number of persons in age group	Men	2017	363700.0
Denmark	35-44 years	Total number of persons in age group	Men	2018	357600.0
Denmark	35-44 years	Total number of persons in age group	Men	2019	351600.0
Denmark	35-44 years	Total number of persons in age group	Men	2020	345900.0
Denmark	35-44 years	Total number of persons in age group	Men	2021	343600.0
Denmark	35-44 years	Total number of persons in age group	Women	2013	377000.0
Denmark	35-44 years	Total number of persons in age group	Women	2014	374200.0
Denmark	35-44 years	Total number of persons in age group	Women	2015	371600.0
Denmark	35-44 years	Total number of persons in age group	Women	2016	367300.0
Denmark	35-44 years	Total number of persons in age group	Women	2017	360600.0
Denmark	35-44 years	Total number of persons in age group	Women	2018	353800.0
Denmark	35-44 years	Total number of persons in age group	Women	2019	347400.0
Denmark	35-44 years	Total number of persons in age group	Women	2020	341400.0
Denmark	35-44 years	Total number of persons in age group	Women	2021	338100.0
Denmark	35-44 years	Employed, number of persons	Total	2013	637800.0
Denmark	35-44 years	Employed, number of persons	Total	2014	634900.0
Denmark	35-44 years	Employed, number of persons	Total	2015	632100.0
Denmark	35-44 years	Employed, number of persons	Total	2016	623300.0
Denmark	35-44 years	Employed, number of persons	Total	2017	606000.0
Denmark	35-44 years	Employed, number of persons	Total	2018	603900.0
Denmark	35-44 years	Employed, number of persons	Total	2019	598100.0
Denmark	35-44 years	Employed, number of persons	Total	2020	579200.0
Denmark	35-44 years	Employed, number of persons	Total	2021	575900.0
Denmark	35-44 years	Employed, number of persons	Men	2013	333000.0
Denmark	35-44 years	Employed, number of persons	Men	2014	335000.0
Denmark	35-44 years	Employed, number of persons	Men	2015	332800.0
Denmark	35-44 years	Employed, number of persons	Men	2016	330000.0
Denmark	35-44 years	Employed, number of persons	Men	2017	320500.0
Denmark	35-44 years	Employed, number of persons	Men	2018	317600.0
Denmark	35-44 years	Employed, number of persons	Men	2019	315200.0
Denmark	35-44 years	Employed, number of persons	Men	2020	306200.0
Denmark	35-44 years	Employed, number of persons	Men	2021	306200.0
Denmark	35-44 years	Employed, number of persons	Women	2013	304900.0
Denmark	35-44 years	Employed, number of persons	Women	2014	299800.0
Denmark	35-44 years	Employed, number of persons	Women	2015	299300.0
Denmark	35-44 years	Employed, number of persons	Women	2016	293300.0
Denmark	35-44 years	Employed, number of persons	Women	2017	285500.0
Denmark	35-44 years	Employed, number of persons	Women	2018	286300.0
Denmark	35-44 years	Employed, number of persons	Women	2019	282900.0
Denmark	35-44 years	Employed, number of persons	Women	2020	273000.0
Denmark	35-44 years	Employed, number of persons	Women	2021	269800.0
Denmark	35-44 years	Unemployed, number of persons	Total	2013	39100.0
Denmark	35-44 years	Unemployed, number of persons	Total	2014	34600.0
Denmark	35-44 years	Unemployed, number of persons	Total	2015	30900.0
Denmark	35-44 years	Unemployed, number of persons	Total	2016	28300.0
Denmark	35-44 years	Unemployed, number of persons	Total	2017	29000.0
Denmark	35-44 years	Unemployed, number of persons	Total	2018	23000.0
Denmark	35-44 years	Unemployed, number of persons	Total	2019	21500.0
Denmark	35-44 years	Unemployed, number of persons	Total	2020	23200.0
Denmark	35-44 years	Unemployed, number of persons	Total	2021	20900.0
Denmark	35-44 years	Unemployed, number of persons	Men	2013	17900.0
Denmark	35-44 years	Unemployed, number of persons	Men	2014	15400.0
Denmark	35-44 years	Unemployed, number of persons	Men	2015	15200.0
Denmark	35-44 years	Unemployed, number of persons	Men	2016	12400.0
Denmark	35-44 years	Unemployed, number of persons	Men	2017	12700.0
Denmark	35-44 years	Unemployed, number of persons	Men	2018	10700.0
Denmark	35-44 years	Unemployed, number of persons	Men	2019	9400.0
Denmark	35-44 years	Unemployed, number of persons	Men	2020	10000.0
Denmark	35-44 years	Unemployed, number of persons	Men	2021	10200.0
Denmark	35-44 years	Unemployed, number of persons	Women	2013	21100.0
Denmark	35-44 years	Unemployed, number of persons	Women	2014	19300.0
Denmark	35-44 years	Unemployed, number of persons	Women	2015	15900.0
Denmark	35-44 years	Unemployed, number of persons	Women	2016	15900.0
Denmark	35-44 years	Unemployed, number of persons	Women	2017	16400.0
Denmark	35-44 years	Unemployed, number of persons	Women	2018	12300.0
Denmark	35-44 years	Unemployed, number of persons	Women	2019	12100.0
Denmark	35-44 years	Unemployed, number of persons	Women	2020	13200.0
Denmark	35-44 years	Unemployed, number of persons	Women	2021	10600.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2013	80000.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2014	81400.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2015	83200.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2016	86000.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2017	89300.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2018	84500.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2019	79400.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2020	84900.0
Denmark	35-44 years	Not in the labour force, number of persons	Total	2021	84900.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2013	29000.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2014	26300.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2015	26600.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2016	27900.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2017	30500.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2018	29300.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2019	27000.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2020	29700.0
Denmark	35-44 years	Not in the labour force, number of persons	Men	2021	27200.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2013	51000.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2014	55100.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2015	56400.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2016	58100.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2017	58700.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2018	55200.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2019	52400.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2020	55200.0
Denmark	35-44 years	Not in the labour force, number of persons	Women	2021	57700.0
Denmark	35-44 years	Labour force, number of persons	Total	2013	676900.0
Denmark	35-44 years	Labour force, number of persons	Total	2014	669500.0
Denmark	35-44 years	Labour force, number of persons	Total	2015	663000.0
Denmark	35-44 years	Labour force, number of persons	Total	2016	651600.0
Denmark	35-44 years	Labour force, number of persons	Total	2017	635000.0
Denmark	35-44 years	Labour force, number of persons	Total	2018	626900.0
Denmark	35-44 years	Labour force, number of persons	Total	2019	619600.0
Denmark	35-44 years	Labour force, number of persons	Total	2020	602400.0
Denmark	35-44 years	Labour force, number of persons	Total	2021	596800.0
Denmark	35-44 years	Labour force, number of persons	Men	2013	350900.0
Denmark	35-44 years	Labour force, number of persons	Men	2014	350400.0
Denmark	35-44 years	Labour force, number of persons	Men	2015	348000.0
Denmark	35-44 years	Labour force, number of persons	Men	2016	342400.0
Denmark	35-44 years	Labour force, number of persons	Men	2017	333200.0
Denmark	35-44 years	Labour force, number of persons	Men	2018	328300.0
Denmark	35-44 years	Labour force, number of persons	Men	2019	324600.0
Denmark	35-44 years	Labour force, number of persons	Men	2020	316200.0
Denmark	35-44 years	Labour force, number of persons	Men	2021	316400.0
Denmark	35-44 years	Labour force, number of persons	Women	2013	326000.0
